やみしばりの像・庭,Hellbound Horror Statue (G)
ゆめみの銅箱タンス,Dreamy Copper Wardrobe
ゆめみの銀箱タンス,Dreamy Silver Wardrobe
ゆめみの竜箱タンス,Dreamy Dragon Wardrobe
いたスト・お店マス,Fortune Street - Shop
しぐさ書・お祝い虹,Emote "Celebrate Rainbow"
ふわふわフラフの箱,Fluffy Fluff Box
まおうの錬金ランプ,Demon King Alch Lamp
ふしぎな燭台・青色,Blue Mystery Candlestick
ほこらの祭祀場・氷,Ice Shrine Ritual Ground
しぐさ書・決め右前,Emote "Pose Right Front"
しぐさ書・お祝い黄,Emote "Celebrate Yellow"
いたずらもぐらの書,Mischievous Mole Book
お姫様のタンス・橙,Princess Wardrobe
お姫様の食器棚・橙,Princess Cupboard
たれ灰太猫カプセル,Fat Lazy Ash Cat Toy
ゆめみの冥箱タンス,Dreamy Gloom Wardrobe
まんぷく丸の像・庭,Riceball Baby Statue (G)
まことの美を求めて,In Search of True Beauty
お花畑に行きたい！,Go to the Flower Field!
とある老行者の試練,Trials of an Old Pilgrim
あるイケメンの秘密,Secret to Being Handsome
ばあさんの愛情料理,Grandma's Loving Cooking
お祝い１０連発花火,10 Celebratory Fireworks
ふしぎな燭台・赤色,Red Mystery Candlestick
お魚と夏野菜の雑炊,Fish and Vegetable Dish
まじないしターバン,Fizzle-Proof Turban
まじないしローブ下,Fizzle-Proof Bottom
しぐさ書・決め左前,Emote "Pose Left Front"
しぐさ書・お祝い緑,Emote "Celebrate Green"
しぐさ書・お祝い白,Emote "Celebrate White"
さまようよろいの書,Restless Armour Book
お姫様間仕切り・桃,Pink Princess Partition
いたずらもぐらの像,Mischievous Mole Statue
はじめての武器鍛冶,Welcome Weaponsmithing
ろうがぼうの作り方,How to Make a Sadistick
ふうまの盾の作り方,Make a Dampening Shield
けんぽうぎの作り方,Make a Tussler's Outfit
すざくの弓の秘伝書,Vermilion Bird Bow Book
たれ赤茶猫カプセル,Lazy Mahogany Cat Toy
ともしびこぞう提灯,Wickerman Paper Lantern
ゆめみの金箱タンス,Dreamy Gold Wardrobe
ゆめみの闇箱タンス,Dreamy Dark Wardrobe
じょうぶな木枠の柱,Solid Wood Frame Pillar
たゆたう水面投影機,Water Surface Projector
まおうのランプ呪文,Demon King Lamp Spell
おぞましき呪いの絵,Dreadful Cursed Drawing
とても刺激的な解放,A Very Exciting Release
お庭用の旬のスイカ,Seasonal Watermelon (G)
とこしえの神殿広間,Temple of Eternity Hall
きりさきピエロ・強,Vicious Prickly Prankster
だいまどうローブ下,Great Mage Lower Robe
しぐさ書・ぞうきん,Emote "Cleaning Cloth"
しぐさ書・究極呪文,Emote "Ultimate Spell"
たんすミミックの書,Wardrobe Mimic Book
ふわふわふうせん緑,Floating Green Balloon
しぐさ書・お祝い青,Emote "Celebrate Blue"
しぐさ書・ムフフ本,Emote "Ogler's Digest"
おしゃれな水着・黄,Yellow Snazzy Swimsuit
まもの使いのくつ２,Monster Master Shoes 2
おもちゃの草原・雪,Toy Grass Field (Snow)
はやぶさの剣改の書,Uber Falcon Blade Book
きじゅつしのネタ帳,Illusionist's Notebook
あなたと私の弓作り,You and I Making a Bow
しんりのローブの本,Faithful Outfit Recipe
たれキジ猫カプセル,Lazy Brown Cat Toy
ゆめみの天箱タンス,Dreamy Sky Wardrobe
ようこそ星明の宮へ,A Starlight Shrine Welcome
あそび商人ニャポー,Play Merchant Meowpaw
よろず屋アメジスト,General Shop Amethyst
いたずらもぐら・強,Vicious Mischievous Mole
まもの使いのブレス,Monster Master Bangle
まもの導師グローブ,Monster Guru's Gloves
しぐさ書・お祝い赤,Emote "Celebrate Red"
きらめく星の贈り物,Twinkling Star's Gift
うさみみギフト・白,White Rabbit Ears Gift
うさみみギフト・黒,Black Rabbit Ears Gift
お友達紹介チケット,Refer-a-Friend Ticket
ふわふわふうせん青,Floating Blue Balloon
しぐさ書・傘まわし,Emote "Umbrella Spin"
しぐさ書・リベリオ,Emote "Purrgatroyd"
しぐさ書・ガリバー,Emote "Gulliver Hand"
しぐさ書・バトエン,Emote "Battle Pencil"
おしゃれな水着・黒,Black Snazzy Swimsuit
おとぎの森カチーフ,Fairy Forest Kerchief
なげきムーングラス,Mourning Moon Glasses
まもの使いずきん２,Monster Master Hood 2
しっくいと木板の柱,Plaster & Wood Pillar
ごうかなダンロ・緑,Green Fancy Fireplace
お姫様キッチン・桃,Pink Princess Kitchen
お姫様バスタブ・桃,Pink Princess Bathtub
お姫様のベンチ・橙,Princess Bench
おおきづちの像・庭,Hammerhood Statue (G)
ねこまどうの像・庭,Meowgician Statue (G)
お花の外灯・ピンク,Pink Flower Light (G)
お花の外灯・ブルー,Blue Flower Light (G)
ふわふわ雲のタンス,Fluffy Cloud Wardrobe
お祭りの天井ランプ,Festival Ceiling Lamp
あやかしの魔弓伝説,Apparition Bow Legend
はじめての防具鍛冶,Amateur Armorsmithing
いやしの服のレシピ,Healing Outfit Recipe
まほうよろいの秘密,Magic Armor Secret
はじめての道具鍛冶,Trainee Toolsmithing
おにのかなぼう物語,Marauder's Maul Story
たれサバ猫カプセル,Lazy Gray Cat Toy
じょうぶな木枠の壁,Solid Wood Frame Wall
ふわふわブーケ飾り,Floating Boquet Decor
はくばのおうじの像,Prince Harming Statue
よくばり木箱セット,Well-Made Crate Set
お花のパールピアス,Flower Pearl Earrings
てつのさそり浮き輪,Iron Scorpion Floatie
しらふじいろダリア,White Wisteris Dahlia
おおきなリボン紫白,Purple/White Ribbon L
まごころ駅弁を君に,Sincere Lunch for You
きのこ村のブラウス,Shroom Village Blouse
お花畑の庭用ベッド,Flower Field Bed (G)
じごくのネギボーズ,Brimstone Bud
さまようよろい・強,Vicious Restless Armour
さんぞくウルフの剣,Ruff Ruffian's Sword
まじないしローブ上,Fizzle-Proof Shirt
まどうしのころも下,Wizard's Robe Bottom
まほうのよろい下２,Magic Armor Bottom 2
まもの導師のズボン,Monster Guru's Pants
だいまどうのうでわ,Great Mage Bracelets
かたりべのてぶくろ,Storyteller's Gloves
きじゅつしグローブ,Illusionist's Gloves
まもの導師のブーツ,Monster Guru's Boots
うさみみギフト・桃,Pink Rabbit Ears Gift
うさみみギフト・青,Blue Rabbit Ears Gift
やりなおしの無限石,Infinite Repeatstone
ふわふわふうせん赤,Floating Red Balloon
しぐさ書・パレード,Emote "Parade Dance"
しぐさ書・ジュエル,Emote "Jewel Shower"
お花のパーカー水着,Flower Hoodie Swimsuit
ちびっこ竜族ポーチ,Nadravian Kids Pouch
おしゃれな水着・桃,Pink Snazzy Swimsuit
あやしいカウンタ大,Suspicious Counter L
あやしいカウンタ小,Suspicious Counter S
ごうかなタンス・緑,Green Fancy Wardrobe
ごうかな食器棚・緑,Green Fancy Cupboard
うごくせきぞうの像,Living Statue Statue
ゆらゆら羊さん・紫,Purple Rocking Sheep
お花の外灯の作り方,Making Flower Lights
こあくまのネイル術,Infernails Technique
はじめよう！杖作り,Starter Staff Making
まがんの杖の作り方,Making a Hocus Locus
じごくの弓の黙示録,Oh-No Bow Apocalypse
にじいろフィッシュ,Threadfin Rainbowfish
しっくいと和紙の壁,Plaster & Paper Wall
いたずらウサギの畑,Naughty Rabbit Field
きなこづちの像・庭,Honeyhood Statue (G)
しぐさ書・たけのこ,Emote "Bamboo Shoot"
おおきなリボン白水,White Water Ribbon L
しぐさ書・Ｓハート,Emote "Signal Heart"
か弱きスライムたち,Feeble Slime and co.
きのこ村のエプロン,Shroom Village Apron
しぐさ書・聞かざる,Emote "Don't Listen"
きれいなバラのトゲ,Beautiful Rose Thorn
よろず屋ドロッジェ,General Shop Drogger
たそがれの寄木の壁,Twilight Wooden Wall
お花大好きブラバー,Flower Lover Blubba
ふわふわセサミパン,Fluffy Sesame Bread
つやつやなタケノコ,Glossy Bamboo Shoot
ほのおのブーメラン,Flametang Boomerang
たびびとのリュック,Traveler's Backpack
だいまどうローブ上,Great Mage Upper Robe
きじゅつしのズボン,Illusionist's Pants
せいどうのよろい下,Bronze Armor Bottom
おとぎの森グローブ,Fairy Forest Gloves
きじゅつしのブーツ,Illusionist's Boots
しぐさ書・ネオン紫,Emote "Neon Purple"
しぐさ書・ネオン黄,Emote "Neon Yellow"
うさみみギフト・赤,Red Rabbit Ears Gift
さざなみギフト・黄,Yellow Ripples Gift
ようせいのヤキソバ,Fairy Fried Noodles
しぐさ書・恋の魔法,Emote "Heart Magic"
しぐさ書・グレープ,Emote "Grape Juice"
しぐさ書・いねむり,Emote "Nodding Off"
おとぎの森ブラウス,Fairy Forest Blouse
おそうじ童子のこん,Sweepy Samurai Rod
おしゃれな水着・赤,Red Snazzy Swimsuit
しっくいと木板の壁,Plaster & Wood Wall
ごうかなダンロ・赤,Red Fancy Fireplace
お姫様チェスト・桃,Pink Princess Chest
お姫様のベッド・橙,Princess Bed
おどる宝石の像・庭,Goodybag Statue (G)
ばくだん岩の像・庭,Rockbomb Statue (G)
あくま神官の像・庭,Wrecktor Statue (G)
ぺっぺっぺ画伯の絵,Painter's Paintings
ふわふわ小麦のタネ,Wondrous Wheat Seed
さとりのころもの書,Clarity Outfit Book
あくまのムチの秘密,Demon's Whip Secret
きせきの釣り人列伝,Miracle Angler Book
わかめ王子ぐるみ小,King Kelp Plushie S
たゆたう水面ライト,Water Surface Light
うさぎエステラ人形,Rabbit Estella Doll
くさった死体マスク,Walking Corpse Mask
ゆめにゅうどうの枕,Napir's Pillow
かがやく星の贈り物,Shining Star's Gift
お土産屋さんの縁台,Souvenir Shop Bench
おおきなリボン青白,Blue/White Ribbon L
おおきなリボン水白,Watercolor Ribbon L
おおきなリボン黒桃,Black/Pink Ribbon L
しぐさ書・Ｓスター,Emote "Signal Star"
ちっちゃな恋の物語,A Tale of Tiny Love
わかめをたたえよ！,Praise the Seaweed!
しゅうれん用リスト,Training Wristbands
すごろく案内係アミ,Sugoroku Guide Amy
ぬいぐるみ屋ビスカ,Plushie Shop Bisca
まおうのつかい・強,Vicious Demon-at-arms
ぬすっとウサギ・強,Vicious Robber Rabbit
びっくりどっきり箱,Surprise Prank Box
おごそかな林道地区,Solemn Forest Road
まてきのスティック,Brouhaha Boomstick
さすらいのコート下,Errant Coat Bottom
おとぎの森エプロン,Fairy Forest Apron
おとぎの森スカート,Fairy Forest Skirt
どうぐ使いグローブ,Item Master Gloves
しぐさ書・ネオン緑,Emote "Neon Green"
しぐさ書・ツッコミ,Emote "Sobering Slap"
しぐさ書・とまどう,Emote "Bewildered"
さざなみギフト・白,White Ripples Gift
さざなみギフト・黒,Black Ripples Gift
みちびきのプチ香水,Guidance Perfume S
しぐさ書・雪の魔法,Emote "Snow Magic"
ようせいのわたアメ,Fairy Cotton Candy
ちいさな星の贈り物,Little Star's Gift
しぐさ書・星の魔法,Emote "Star Magic"
しぐさ書・升で乾杯,Emote "Cheers Box"
おみくじボックスⅡ,Fortune Box Ⅱ
しましまマフラー青,Blue Striped Scarf
おとぎの森シューズ,Fairy Forest Shoes
ふたつ結びエクステ,Double Knot Extension
しぐさ書・スマイル,Emote "Best Smile"
あやしいテーブル小,Suspicious Table S
あやしいテーブル大,Suspicious Table L
ごうかなタンス・赤,Red Fancy Wardrobe
ごうかな食器棚・赤,Red Fancy Cupboard
お姫様オーブン・桃,Pink Princess Oven
ゆらゆら羊さん・桃,Pink Rocking Sheep
ふわふわ雲のライト,Fluffy Cloud Light
はじゃのつるぎの書,Cautery Sword Book
あくまのツメの秘密,Cobra Claws Secret
こおりの杖のレシピ,Shiverstick Recipe
つみきでハッピー！,Happy with Blocks!
ふわふわ雲プリズム,Fluffy Cloud Prism
じょうぶな釣りざお,Strong Fishing Rod
お月様と雲のベッド,Moon and Cloud Bed
おいしい料理セット,Delicious Meal Set
ひかりサークレット,Shimmering Circlet
しぐさ書・メタキン,Emote "Metal King"
ようこそビギナー！,Welcome, Beginner!
しぐさ書・打成一片,Emote "Become One"
しぐさ書・からあげ,Emote "Fried Chicken"
ごうかなグリル・緑,Green Fancy Grill
ごうかテーブル大赤,Red Fancy Table L
お兄ちゃんへの手紙,Letter to Brother
もじゃらきラクーン,Raccoon Platypunk
おばけキャンドル強,Vicious Wax Murderer
しびれだんびら・強,Vicious Paralyslicer
さんぞくウルフ・強,Vicious Ruff Ruffian
はんじゅくスライム,Soft Boiled Slime
まどうしのころも上,Wizard's Robe Top
くろがねのよろい上,Darksteel Cuirass
きじゅつしのぼうし,Illusionist's Hat
どうぐ使いのズボン,Item Master Pants
どうぐ使いのブーツ,Item Master Boots
しぐさ書・バトル改,Emote "Battle" v2
しぐさ書・ネオン青,Emote "Neon Blue"
おめかしＶチケット,Dress-up V Ticket
さざなみギフト・桃,Pink Ripples Gift
しぐさ書・狼まわし,Emote "Wolf Spin"
しぐさ書・空気イス,Emote "Air Chair"
いちばん星の贈り物,First Star's Gift
しぐさ書・リュート,Emote "Play Lute"
しぐさ書・○を描く,Emote "Draw an O"
しましまマフラー赤,Red Striped Scarf
ももんじゃの浮き輪,Platypunk Floatie
ちいさなメダルの盾,Mini Medal Shield
しにがみきぞくの盾,Bone Baron Shield
どうぐ使いぼうし２,Item Master Hat 2
あやしいカーペット,Suspicious Carpet
ごうかな長イス・緑,Green Fancy Bench
ごうかな飾り棚・緑,Green Fancy Shelf
ごうかなラグ中・緑,Green Fancy Rug M
お菓子のパーティ机,Sweet Party Table
ごうかなラグ小・緑,Green Fancy Rug S
ごうかなラグ大・緑,Green Fancy Rug L
ゆらゆら牛さん・黄,Yellow Rocking Ox
おもちゃの草花・雪,Toy Plants (Snow)
ふわふわ雲のソファ,Fluffy Cloud Sofa
ある船長の航海日誌,Captain's Logbook
はじめてのさいほう,Starter Sewing
はやぶさのツメの書,Crow's Claws Book
まどろみのこんの書,Sleepy Stick Book
お正月ザンクローネ,New Year Zankrone
しぐさ書・ひまわり,Emote "Sunflower"
おひさまのぬくもり,Warmth of the Sun
かがやける期待の星,Shining Hope Star
ひげのバレンタイン,Bearded Valentine
どうぐ発動速度短縮,Faster Item Usage
あかつきのメダイユ,Daybreak Medaille
しゅうれん用バンド,Training Hairband
りんごあめプリズム,Candy Apple Prism
おうち用花畑のラグ,Flower Field Rug
どこでもクラッカー,Anywhere Cracker
しゃくねつのカケラ,Searing Shard
かいふくクリスタル,Recovery Crystal
ようせいの首かざり,Papillon Pendant
せいどうのよろい上,Bronze Armor Top
くろがねのよろい下,Darksteel Faulds
はやてのキュロット,Agility Culottes
しぐさ書・ネオン赤,Emote "Neon Red"
さざなみギフト・赤,Red Ripples Gift
しぐさ書・まぶしい,Emote "Dazzling"
ようせいのあまざけ,Fairy Sweet Sake
しぐさ書・おそうじ,Emote "Cleaning"
しぐさ書・線香花火,Emote "Sparkler"
おどるほうせきの書,Goodybag Book
しぐさ書・ミルク缶,Emote "Milk Can"
とらんす一味ポーチ,Trans Gang Pouch
ごうかな花びん・緑,Green Fancy Vase
ゆらゆら牛さん・白,White Rocking Ox
おもちゃの四角い家,Toy Square House
ふわふわ雲のベッド,Fluffy Cloud Bed
こおりのやいばの書,Icicle Dirk Book
こおりのツメの秘密,Ice Claws Secret
しぐさ書・おそなえ,Emote "Offering"
おおさそりの浮き輪,Scorpion Floatie
ももんじゃグローブ,Platypunk Gloves
ぬいぐるみを買いに,To Buy a Plushie
お花の鉢植え・家用,Flower Plant Pot
ふわふわサメバーン,Fluffy Sharkburn
びっくりルーレット,Surprise Spinner
どうぐ射程距離延長,Item Range Boost
くしゃくしゃの手紙,Crinkled Letter
ふんわりパンケーキ,Fluffy Pancakes
いしにんぎょう・強,Vicious Dirty Dogu
しにがみきぞく・強,Vicious Bone Baron
うるわしの浜辺地区,Beautiful Beach
やいばのブーメラン,Edged Boomerang
まもりのペンダント,Adamant Pendant
さすらいのコート上,Errant Coat Top
どうぐ使いのぼうし,Item Master Hat
とこなつヘアバンド,Summer Headband
しぐさ書・雪だるま,Emote "Snowman"
しぐさ書・もじもじ,Emote "Bashful"
しぐさ書・そうめん,Emote "Noodles"
しぐさ書・こまいぬ,Emote "Foo Dog"
ぐるぐるキャンディ,Spiral Lollipop
しぐさ書・ガクブル,Emote "Tremble"
しぐさ書・ひらめく,Emote "Inspire"
ごうかなベッド・緑,Green Fancy Bed
ごうかな長イス・赤,Red Fancy Bench
ごうかな飾り棚・赤,Red Fancy Shelf
ごうかなグリル・赤,Red Fancy Grill
ごうかなラグ小・赤,Red Fancy Rug S
ごうかなラグ中・赤,Red Fancy Rug M
ごうかなラグ大・赤,Red Fancy Rug L
さいほう職人腕あて,Sewer's Armguards
ほのおのつるぎの書,Fire Blade Book
ひかりのタクトの本,Glow Stick Book
ももんじゃプリズム,Platypunk Prism
お城のサンドアート,Sand Castle Art
いっぱつのてぶくろ,One Shot Gloves
うぉークンカプセル,War Pet Toy
しぐさ書・オカリナ,Emote "Ocarina"
ももんじゃスカート,Platypunk Skirt
ふわふわアーケロン,Fluffy Archelon
りぼんカチューシャ,Ribbon Hairband
まめに働く天使たち,Diligent Angels
まのギフトボックス,Demon Gift Box
しのギフトボックス,Death Gift Box
おしゃべりシャベル,Talking Shovel
じごくのドアボーイ,Hell's Bellboy
うさみみソルジャー,Rabbit Soldier
こうげきクリスタル,Attack Crystal
いにしえのゼルメア,Ancient Zelmea
おしゃれストリート,Fashion Street
きょじんのハンマー,Giant's Hammer
だいまどうのぼうし,Great Mage Hat
くろがねのはちがね,Darksteel Headband
しぐさ書・けいれい,Emote "Salute"
しぐさ書・おびえる,Emote "Scared"
しぐさ書・だいこん,Emote "Daikon"
しぐさ書・みちくさ,Emote "Dawdle"
とこなつココナッツ,Summer Coconut
ばくだんいわ便せん,Rockbomb Paper
しぐさ書・かんおけ,Emote "Coffin"
しぐさ書・シャワー,Emote "Shower"
さらつやシャンプー,Smooth Shampoo
おてんば姫グローブ,Alena's Gloves
ごうかな花びん・赤,Red Fancy Vase
たつじんのオノの本,Pro's Axe Book
おやぶんのにがお絵,Boss' Portrait
しぐさ書・ごきげん,Emote "Cheery"
しぐさ書・あらまあ,Emote "Oh My!"
お祭りやぐら館の塀,Festival Fence
はじめてのおつかい,First Time Use
とこしえのゆりかご,Eternal Cradle
しっこくのグローブ,Macabre Gloves
しっこくのターバン,Macabre Turban
しゅうれん用ブーツ,Training Boots
おうち用夕焼け天井,Sunset Ceiling
おうち用野道のラグ,Field Path Rug
いたずらジャーミィ,Jammy the Jocular
じゃんぼりぃの帽子,Janbori's Hat
ふのギフトボックス,Dark Gift Box
あいじょうオムレツ,Affection Omelet
ひんやりズキーニャ,Cool Zucchini
おどるほうせき・強,Vicious Goodybag
いっかくウサギ・強,Vicious Bunicorn
ふんさいのおおなた,Heavy Hatchet
せいどうのかなづち,Bronze Hammer
こおりのブーメラン,Winter's Wing
はがねのブーメラン,Soarin' Steel
まほうサークレット,Magic Circlet
だいおうキッズ帽子,Squid Kid Hat
せかいじゅのしずく,Yggdrasil Dew
けんじゃのせいすい,Sage's Elixir
しぐさ書・ほほえむ,Emote "Smile"
しぐさ書・ひやかす,Emote "Tease"
しぐさ書・タロット,Emote "Tarot"
しぐさ書・ショック,Emote "Shock"
しぐさ書・ビースト,Emote "Beast"
しぐさ書・スライム,Emote "Slime"
しぐさ書・トランプ,Emote "Cards"
しぐさ書・ペンペン,Emote "Spank"
しぐさ書・勉強する,Emote "Study"
しぐさ書・フルート,Emote "Flute"
おてんば姫のブーツ,Alena's Boots
ふわふわジョニール,Fluffy Joneal
お菓子のテーブル小,Sweet Table S
お菓子のテーブル大,Sweet Table L
ごうかなベッド・赤,Red Fancy Bed
かざぐるまのアーチ,Pinwheel Arch
おもちゃの空・晴れ,Toy Clear Sky
しぐさ書・もうそう,Emote "Swoon"
ふわふわホミロット,Fluffy Healix
しぐさ書・ブレイク,Emote "Break"
お祭りやぐら館の壁,Festival Wall
きょうだいの便せん,Sibling Paper
おうち用水辺のラグ,Waterside Rug
さんぞくのサーベル,Bandit Blade
からくりだいみょう,Bamboogieman
やるきのジャーミィ,Jacked Jammy
しょくにんのベルト,Utility Belt
しぐさ書・アイドル,Emote "Idol"
しぐさ書・ウインク,Emote "Wink"
しおさいキャンディ,Salted Candy
きのこのスティック,Shroom Stick
その先に行くために,To Go Beyond
お庭用グリッドラグ,Grid Rug (G)
ふわあまアーモンド,Soft Almond
あらくれチャッピー,Ripped Rabbit
まけんしのレイピア,Fizzle Foil
きんのブレスレット,Gold Bracer
しぐさ書・うなずく,Emote "Nod"
おてんば姫のぼうし,Alena's Hat
さいほう職人の看板,Sewing Sign
からくりしょうぐん,Bamboolict
おもちゃのサーカス,Toy Circus
おもちゃのトンネル,Toy Tunnel
ためしてクルーガー,Try Kluger
きしんのまそうの本,Poker Book
ふっかふかマフラー,Soft Scarf
おうち用地面のラグ,Ground Rug
ちからのペンダント,Wrecklace
ぺろぺろキャンディ,Lollipop
おうち用芝生のラグ,Lawn Rug
くらげドレスセット,Jellyfish Dress Set
あさがお柄のゆかた,Bell Pattern Yukata
りゅうおうトランプ,Dragonlord Cards
かっぱえび家の帽子,Shrimp Snack Hat
かまいたちプリズム,Cyclown Prism
はぐれメタル浮き輪,Liquid Metal Floatie
しぐさ書・怒り心頭,Emote "Furious"
しぐさ書・やめとま,Emote "Can't Stop"
とある天使の罪と罰,Sins of a Certain Angel
おまじない師プポペ,Charmer Pupope
とうめいイレイザー,Transparent Eraser
しぐさ書・パンフ２,Emote "Pamphlet 2"
しぐさ書・たてごと,Emote "Harp"
わだつみのかんむり,Sea God Crown
わだつみのころも上,Sea God Robe Top
わだつみのころも下,Sea God Robe Bottom
ふっかつのじゅもん,Spell of Restoration
いざ　ドラゴラム！,Now, Puff!
ぶんぶんパニック！,Buzz Buzz Panic!
やさしさに包まれて,Wrapped In Kindness
まがまがしいキノコ,Ominous Mushroom
めざましハンドベル,Alarm Clock Bell
みならいあくま・祖,Ancestor Winkster
お掃除マシン・白式,White Cleaning Machine
ふわふワルドラキー,Fluffy Evil Dracky
うつしよの銅箱・改,Worldly Copper Box v2
うつしよの銀箱・改,Worldly Silver Box v2
うつしよの金箱・改,Worldly Gold Box v2
うつしよの竜箱・改,Worldly Dragon Box v2
うつしよの天箱・改,Worldly Sky Box v2
うつしよの極箱・改,Very Worldly Box v2
なぞの魔狼カプセル,Mysterious Wolf Toy
ひつじ雲をかぞえて,Counting Sheep Clouds
ひつじ雲スティック,Sheep Cloud Wand
しぐさ書・グレドラ,Emote "Great Dragon"
しぐさ書・キンスラ,Emote "King Slime"
おいしく焼きしめて,Deliciously Roasted
しぐさ書・×を描く,Emote "Draw an X"
はぐれメタル召喚,Liquid Metal Summon
はぐれメタルの像,Liquid Metal Statue
お姫様の本棚・橙,Princess Bookshelf
からっぽの赤宝箱,Empty Red Treasure Chest
ぬい合わせた願い,Stitched Together Wishes
あこがれの盗賊王,Longing for a Thief King
あなたと歩く物語,Tale of Walking With You
ある孤児が見た空,Orphan's View of the Sky
はかなき星に光を,Light on a Fleeting Star
ふたりの近親憎悪,Their Kinship and Hatred
まだあたらしい傘,Mint Condition Umbrella
いきのいいサザエ,Very Fresh Turban Shell
もぐらのスコップ,Mischievous Mole Shovel
しぐさ書・花吹雪,Emote "Cherry Blossoms"
あたまリボン桃券,Pink Head Ribbon Ticket
おきもの緑キノコ,Green Mushroom Ornament
お菓子な武器大全,Candy Weapon Compendium
あまつゆの集め方,Collecting Rain and Dew
どうぐを愛した男,The Man Who Loved Tools
お花と羽の髪飾り,Featherflower Hairpin
うるおいの木酢液,Moisturizing Wood Acid
くすしのローブ下,Apothecary Lower Robe
まじないしのくつ,Fizzle-Proof Shoes
あたまリボン茶券,Tea Head Ribbon Ticket
あやしい大木の柱,Suspicious Tree Pillar
あくまのきしの像,Knight Aberrant Statue
すごろく魔法戦士,Sugoroku Armamentalist
お姫様タンス・桃,Pink Princess Wardrobe
お姫様食器棚・桃,Pink Princess Cupboard
あやしい大木の壁,Suspicious Tree Wall L
みやびな打ち掛け,Elegant Wedding Kimono
ふわふわ雲の本棚,Fluffy Cloud Bookshelf
にじいろの布きれ,Technicolor Dreamcloth
お花とネコの物語,Flowers and Cats Story
こげ茶猫カプセル,Olive Cat Toy
たれ黒猫カプセル,Lazy Black Cat Toy
よろい兵士の置物,Armor Soldier Ornament
よろい武者の置物,Armor Warrior Ornament
ふわふわメンダコ,Fluffy Flapjack Octopus
はじめてのオフ会,First Time Off Meeting
どうぐ使いの特訓,Item Master's Training
かばん工房の秘密,Bag Workshop's Secrets
それは誰がために,To Whom it May Concern
お宝に魅せられて,Fascinated by Treasure
お庭用釣り堀・和,Japanese Fish Pond (G)
もうどくバルーン,Deadly Poison Balloon
しぐさ書・ロック,Emote "Rock 'n' Roll"
しあわせの玉手箱,Happiness Jewelry Box
まもの使いの服２,Monster Master Suit 2
ふわふわモーモン,Fluffy Teeny Sanguini
ごうかな本棚・緑,Green Fancy Bookshelf
お姫様のイス・橙,Princess Chair
おきもの赤キノコ,Red Mushroom Ornament
ふくろう観察日記,Owl Observation Diary
きれいな釣りざお,Beautiful Fishing Rod
おそうじ童子の像,Sweepy Samurai Statue
なげくカンナさん,Grieving Master Kanna
まもの使いの前進,Monster Master Growth
お花大好きクポ！,I Love Flowers, Kupo!
その者　釣り老師,The Master of Fishing
げきりんのさとり,Inverse Insight
におうだちの心得,Forbearance Knowledge
お祝いシャワー虹,Celebration (Rainbow)
くらげポンポン帽,Jellyfish Pom Pom Hat
お馬さんが見たい,I Wanna See The Horse
よろず屋ゴーツク,General Shop Gotsuku
まもの使いハウス,Monster Master House
しんりのローブ下,Faithful Robe Bottom
まもの使いのくつ,Monster Master Shoes
しぐさ書・ハート,Emote "Draw a Heart"
ながれ星の贈り物,Shooting Star's Gift
あやしい間仕切り,Suspicious Partition
さいほう作業着上,Sewer's Clothes
はしゃのオノの書,Conqueror's Axe Book
たれ灰猫カプセル,Lazy Ash Cat Toy
お月見のぼんぼり,Moon Viewing Lantern
あるある川柳・銀,Haiku Silver
あるある川柳・銅,Haiku Bronze
まもの使いの証明,Monster Master Proof
はるかなる釣り道,Faraway Fishing Path
そして審判が下る,Then, Judgment Comes
たまにカウンター,Counterattack Chance
よろいのきし召喚,Summon Knight Errant
お祝いシャワー黄,Celebration (Yellow)
よろず屋ポロペン,General Shop Poropen
よろず屋ペピール,General Shop Pepeelu
よろず屋ピンドフ,General Shop Pindoff
よろず屋ペリトン,General Shop Periton
よろず屋パサンタ,General Shop Pasanta
よろず屋ルリーズ,General Shop Luriez
みやげ屋ベニーア,Souvenir Shop Benia
よろず屋ヒャッカ,General Shop Hyakka
よろず屋カエマン,General Shop Kaeman
よろず屋ミガンス,General Shop Migans
お宝の写真ケース,Treasure Photo Case
しなびた花の写真,Wilted Flower Photo
はぐれモグラの舌,Stray Mole's Tongue
くさった死体・強,Vicious Walking Corpse
もみじこぞう・強,Vicious Leafy Larrikin
はぐメタルーキー,Rookie Liquid Metal Slime
こわれたスロット,Broken Slot Machine
かしのブーメラン,Birchwood Boomerang
くすしのローブ上,Apothecary Upper Robe
まもの使いずきん,Monster Master Hood
やいばのよろい下,Spiked Armor Bottom
かたりべのブーツ,Storyteller's Boots
はぐメタチケット,Liquid Metal Ticket
おとぎの森ボレロ,Fairy Forest Bolero
ごうかな本棚・赤,Red Fancy Bookshelf
お姫様ベンチ・桃,Pink Princess Bench
おもてなしの行灯,Hospitality Lantern
はじめての木工術,Would-Be Woodworking
まほうの盾の秘密,Magic Shield Secret
みかづきプリズム,Crescent Moon Prism
きせきの釣りざお,Miracle Fishing Rod
だいだいカメリア,Sour Orange Camellia
たたきモグラの像,Mashing Mole Statue
おすもっこりの像,Sumo Baby Statue
あくまの錬金ツボ,Demon Alch Pot
さいほう設備・庭,Sewing Facility (G)
へこむカンナさん,Dismal Master Kanna
あこがれの彼の人,Longing for Someone
